4000 30000
491 3351 8483
95 1061 710684
927 1380 808223
1230 2795 532502
1981 2212 567126
2550 3421 851411
2199 3749 584237
504 3861 409469
535 2807 831400
1263 1367 124691
613 1738 457181
1673 2573 653275
1257 2951 371007
532 1833 938153
2335 2513 612716
1062 1461 136136
810 872 902686
1022 1461 255190
1556 3282 742348
3034 3275 263610
1012 3725 872222
1258 3936 378247
1545 2886 353549
1893 3377 790081
398 2063 84945
1114 3523 278358
746 1602 327520
288 2558 164541
1840 3830 526097
1225 2179 865723
950 1789 695086
2207 2364 539021
963 1092 624565
2512 3336 276293
85 945 510355
1550 1890 410229
249 3151 827326
3769 3791 345884
662 3620 408075
1798 3111 845299
834 3939 782248
2302 3920 708807
2942 3616 278250
2127 3859 861586
153 3424 946022
1313 2860 111572
1090 1913 10722
416 2033 62512
2652 2695 522132
1805 2727 648281
379 2639 188219
2910 2979 46872
1851 3786 602487
2037 2062 724966
2566 3975 204389
1425 1997 642053
1569 2866 799966
644 3634 521998
2285 3508 489044
1364 1992 227201
1742 2274 85839
720 2845 309100
858 1718 403303
557 3246 509364
1875 3220 936281
1568 2264 678057
670 3489 144923
484 636 196908
2986 3991 147192
383 1983 952907
608 3584 426648
1775 3452 899720
1521 2875 564577
2178 2430 215822
304 3894 231393
175 2920 557312
2233 3589 788800
576 3508 969283
416 3913 677626
295 3960 919608
1220 3878 376215
1652 3868 752018
879 3940 577539
517 3408 487968
691 3302 208271
436 3828 459190
1749 2412 399130
1919 2901 311705
185 2686 751618
2163 2998 724264
217 1771 424142
436 2338 486145
376 2356 219375
1244 3895 510783
215 2287 386084
487 2722 814263
29 470 440675
3512 3723 926593
259 3217 501631
2421 3187 796628
191 3452 797196
2880 3946 413631
1235 2091 578358
1482 1819 339602
602 1696 945888
2534 3038 144961
1301 2915 977783
1976 2426 749505
922 1994 945763
1181 2553 244183
632 3533 80725
929 1081 831604
2712 3371 248838
1189 1423 942671
1377 1790 368367
827 3617 283252
578 2480 630166
455 2361 840943
218 1376 710937
280 1981 508117
2516 3812 473100
892 3593 546380
3197 3956 697750
388 1730 662939
3059 3106 469080
2722 3778 502259
3031 3299 576738
1549 2012 133192
2229 2845 614568
562 1782 555199
2251 3077 719011
3022 3703 452254
2083 2218 168561
2957 3833 446290
2016 3124 141395
205 2145 716116
1527 2464 831767
3202 3428 949778
746 2272 852358
53 3666 968919
2655 2866 576348
1877 2357 755369
439 2483 853938
623 3045 120895
99 1335 15262
303 3083 421758
3118 3551 107285
2671 3318 251064
1448 3416 661335
2159 3434 81739
2299 3430 20393
130 527 983101
3009 3851 999891
1790 2405 768513
92 3037 984611
2651 3174 117265
409 3076 152382
46 2746 699404
193 3462 375172
797 2703 310605
2133 2888 60903
2262 3281 861429
2465 2734 680789
254 2625 171194
3139 3642 811637
102 2292 227162
1368 3052 650237
2102 3450 428982
1859 2911 29527
1031 3708 304229
2947 3636 254713
539 2580 457327
1313 2320 183791
3109 3938 804396
2655 3428 440037
2292 3529 138680
1248 1806 805731
44 3702 581180
1378 1560 716091
2590 2905 388150
2225 3487 679096
2200 3115 125675
1434 3527 710988
894 3670 951277
66 3549 98704
103 2192 170584
2783 3998 767832
393 867 75533
1770 2399 309444
1027 2490 812033
513 2992 926609
2441 3064 197723
116 2591 519508
2260 3456 56401
2678 3085 12301
1789 2780 198845
374 1915 843194
558 2781 595586
91 1179 917707
21 1887 322733
1920 3012 631245
881 1804 130661
2272 2604 245603
2079 2464 676214
1164 2865 226891
3304 3519 337671
2364 3677 663585
586 1910 526717
676 1496 508247
2914 3555 324267
833 2289 395631
1713 1886 401434
547 668 983705
2150 3131 369784
2348 2365 510947
1608 1866 22250
581 3279 74279
2490 3216 434864
2285 3985 695892
2533 3891 166805
2179 2800 175990
417 2783 133702
218 1315 786722
3817 3923 621852
1707 2533 244551
140 1006 634416
3609 3771 22996
1888 3338 253485
752 1623 437821
155 996 10064
3306 3802 776594
2089 3792 885010
1846 2306 498677
920 2580 830493
639 3125 73025
1644 3676 969516
1252 2445 341286
1441 3491 884624
595 3279 642598
1452 1590 90752
1743 3516 102409
111 1534 40497
1473 3732 339154
150 1003 982086
127 2995 822724
372 3803 888367
1889 2247 233971
39 3527 417461
503 3669 390055
1473 3101 847645
1340 1853 473387
615 1802 443273
1464 3627 407356
619 3776 152358
2705 3123 332837
1781 3494 676991
1734 2500 819237
471 1261 331627
1763 2285 467648
340 864 665120
337 3068 966811
2077 3682 116613
1498 1702 32239
1410 2116 212366
1172 2120 487488
2957 3304 963334
1803 3948 93067
2274 3537 250679
910 3517 320794
1249 3165 946009
637 1938 217076
366 3448 269110
413 2067 658959
652 3476 693074
1371 1947 902597
859 904 110252
545 851 688054
740 1965 902679
256 644 171588
1790 3772 884837
408 3799 439126
207 1228 791491
620 2690 901557
1623 1649 209384
2993 3075 867330
204 2024 724585
276 748 941788
330 2712 854527
3010 3708 827134
1497 2598 810905
1296 3787 503664
2875 2913 355870
1564 2404 516841
313 3212 502464
2049 2286 41456
309 1732 137659
584 2317 270759
457 1265 17470
274 2984 177529
2118 2872 39026
1375 3010 580673
1039 1923 19547
678 1262 657462
1343 2103 120673
919 3743 651310
1474 2376 151970
143 387 732905
951 3498 82169
287 969 102443
2404 2850 481666
131 1876 104675
1169 2901 926949
2782 2800 739979
262 885 961673
1287 2155 801415
597 882 159241
567 1269 759735
1118 1472 544685
2438 3994 884971
1288 2437 607727
455 3515 523857
1482 2416 653377
784 1567 868511
763 1829 169747
2436 3115 575901
64 203 644783
982 3444 30403
2806 3531 3520
217 2799 97958
1235 1540 491245
1619 2041 738759
1828 3522 937526
657 3558 107093
69 1419 421273
206 1816 484387
761 1717 496802
556 2500 577784
87 903 976589
424 655 775387
2382 2546 592973
165 1979 427365
738 1992 866886
1549 2617 387543
1617 1710 729313
2983 3784 853871
1501 3722 562631
352 877 47538
1607 2661 35624
2030 3602 620630
763 3341 171176
314 2741 811340
3679 3830 581331
2446 2917 167232
507 2812 921200
478 3841 12984
2701 3915 534836
791 1684 615187
1222 3803 317145
1199 3404 95174
1829 2744 596288
1005 3409 795380
345 3439 947562
2029 2707 990359
1261 1871 30866
2348 2813 523058
149 1400 434972
2985 3083 779762
304 2525 167916
1502 3670 543319
3197 3331 230414
687 3485 822174
1032 3218 745964
2780 3412 868671
1024 1491 126893
709 3836 217240
3768 3985 542639
2740 2969 182073
1845 2855 666728
1515 2771 32230
1063 2443 931912
899 1209 20598
116 3384 625981
1348 3247 329392
738 2371 814415
1264 1446 518603
1565 2856 938587
657 1847 641907
3511 3920 760104
2633 2649 93970
1427 3231 255032
2636 3495 355930
445 2019 708398
2779 3718 259996
171 2441 1085
2939 3704 478883
1542 2912 216447
481 758 165103
1030 2740 620965
30 2844 751950
814 3612 101376
3106 3846 416011
129 3902 34381
527 2680 186099
523 3203 772539
1609 2141 920594
34 844 847505
866 1291 128615
2747 3605 429644
2801 3712 450025
3614 3662 705636
1391 3812 161093
292 1402 836994
1170 3784 392026
2044 2235 639228
4 2774 425720
847 3720 270105
2138 3226 110970
193 884 622926
947 1837 566078
609 3862 518044
1850 1999 733855
2943 3752 118498
289 3535 347667
315 2121 197710
894 3895 669714
966 1615 242560
72 543 132697
735 3394 537932
2571 2673 562879
751 2784 959487
985 2795 861837
1002 3927 169588
567 3500 433475
882 3167 839595
1128 1230 676841
2743 2944 865806
1504 3166 770348
2554 2560 519082
486 1232 58004
1982 3365 837139
1129 3204 562123
1041 2130 910401
1982 2982 718967
809 1500 896200
756 2729 81328
1597 1672 216422
3528 3755 571587
2081 2455 774146
1889 2566 479729
245 2283 221711
1384 1486 550839
2879 3859 717320
2212 2260 839653
1580 3372 749153
127 1780 159881
2076 3460 257905
234 1830 285784
174 637 859864
2320 2525 550781
2050 3122 921415
113 505 931253
364 3304 442131
624 2975 172694
278 554 40065
1783 2686 400191
2016 2497 962618
2731 3921 560448
2057 2904 29436
1575 1921 372312
1055 3976 163433
440 2822 756290
2075 3743 196653
206 719 943979
1252 1348 684533
1317 3130 863570
1145 1861 46066
479 1418 964796
1279 3474 224051
1747 2715 81626
3153 3380 49953
1974 2813 834393
49 3103 502135
108 606 803205
88 2210 544552
973 3526 508033
543 1738 337178
2217 2961 838947
110 3847 782772
161 2914 544870
2139 2293 192374
93 1105 130348
560 2838 322748
667 1325 211705
531 1106 969914
1083 2078 153792
1117 2972 163529
2285 2647 478097
1946 2394 657944
718 2906 765209
1045 1941 139501
1489 2315 976957
326 1015 517516
115 1650 990535
2180 3821 823640
2087 3615 734070
1083 3879 585393
3729 3761 423677
1674 2210 730070
506 2743 244976
683 1715 566372
1216 3350 227860
364 2526 96537
42 479 674538
651 2929 765070
2570 3089 912684
992 2968 141766
2385 3080 305846
1289 2415 243871
837 1795 738613
2165 3861 367648
537 1429 806997
749 3954 219712
1638 3995 928542
177 3276 661544
1247 1845 388633
2283 3188 779952
49 1924 999031
338 2247 556671
1175 2118 110817
1083 3339 426678
228 1083 160106
432 976 288059
497 2614 844405
1039 3142 819680
388 2584 553876
2670 3217 781063
3070 3169 602987
1668 2552 443324
3223 3785 64850
1219 2041 196189
719 2654 952768
1177 3085 529743
1236 3581 572708
972 1993 239849
1674 3555 296236
3123 3550 687257
966 2643 554678
305 1194 204345
416 3981 396481
832 2808 869700
1373 3526 540705
1054 2141 183789
236 2289 567722
282 945 621045
1146 2307 972599
1383 2208 560073
992 3525 130715
3671 3829 199908
16 3810 840675
850 993 647483
2365 2902 563360
857 3607 748414
1092 3748 490702
2388 3822 667335
867 3534 97993
1268 1818 820201
1891 2611 647725
958 2281 183554
866 2649 903715
1894 3498 356707
1377 2751 771423
737 2357 584279
1151 2104 357722
206 2278 664462
3144 3893 227995
962 1887 893614
2088 3204 832224
162 2165 114857
1379 2071 945857
1786 3272 721706
1000 2845 828456
1737 2268 806812
2899 3239 873267
974 3796 595544
1436 3689 594688
1575 1783 876001
14 3749 999556
325 2178 96069
249 3182 365448
1039 2386 681071
1583 2745 690423
3553 3850 440511
2365 3101 679749
426 3633 931545
1861 3529 379585
2569 3995 89159
95 2570 429524
419 2127 532053
2196 3601 96653
991 3996 27039
88 1420 712621
195 3640 924822
706 2357 764274
807 2341 588699
704 1869 578911
289 438 962905
1800 3359 666999
1837 3324 523418
385 3378 163370
31 732 532712
2503 3422 353151
43 2697 936791
1218 3402 639499
209 1492 301839
1264 2192 552059
1455 1553 984848
361 3352 476207
3028 3712 58395
2405 3482 794779
2787 3204 599863
2209 3917 638365
1068 2603 117062
172 2211 992815
1664 2062 945375
207 3901 422639
313 1661 320543
1161 2373 728246
1720 2437 75273
116 2270 410029
1474 3247 312816
1742 3462 843376
1828 3161 714330
1724 3242 850502
409 3785 532517
38 2137 349075
350 776 879087
1510 1671 601812
1917 3582 184248
49 1191 698869
3295 3572 276342
740 2757 998435
468 936 701948
529 2799 323671
937 1653 19455
2522 3073 123844
200 3597 156193
2222 3036 134055
139 848 533636
1448 1681 929684
318 1604 633330
1012 2344 244438
2811 3800 917725
1748 1961 770253
1419 3613 827542
1226 2134 518614
1071 2082 815166
1470 1616 521387
2317 3671 881877
117 1659 971909
786 3343 201513
1026 1797 399856
1464 1948 926666
3190 3695 528979
1443 1465 24591
985 2691 495077
113 3952 289510
2080 3470 286979
1209 1751 605648
3087 3409 946116
2996 3104 490901
129 509 549049
717 1944 118997
1133 3384 902691
715 2928 740156
264 1306 167198
215 735 307662
36 2598 317741
1245 1929 847843
331 3929 431604
2045 3678 998707
187 946 215187
903 2348 809130
638 1345 214615
388 1352 685542
896 3010 565805
94 96 890372
108 3045 474407
974 1850 355651
902 2045 932333
1649 2947 660011
244 708 256549
247 2591 121803
287 1730 698793
345 675 144
1570 2239 599505
44 2016 991953
2123 2768 466997
324 1528 827970
1179 2721 713224
721 1865 36170
1429 2228 836765
2027 2777 147708
580 3756 604346
100 3373 593020
2690 3870 402942
3086 3727 201309
1853 3680 295783
2678 3380 520459
911 3000 723179
224 3127 851899
746 1354 421679
130 1512 647706
1061 1572 855461
786 1918 775913
1007 3291 94602
733 2585 893687
765 3894 579892
29 3794 627623
488 2793 908885
3369 3667 356011
114 3919 145364
1598 1977 49845
1304 3548 674906
1118 1818 752043
1383 1460 765049
44 3985 346133
289 2025 970897
317 2269 622690
805 2244 129483
823 3130 237203
741 3141 949316
858 2339 135293
2703 3642 459192
1111 1961 525361
2004 2493 926820
2830 3405 99215
1206 1539 727503
436 3826 623820
2069 3479 824976
1198 1314 537798
691 2517 130539
1548 3833 24877
602 3478 384870
2915 3023 582333
384 1270 876825
675 3205 912006
2420 2565 65211
2276 3000 949036
2096 2830 707457
143 3072 216654
1222 2659 381696
2844 3761 831595
990 2321 616197
1343 2213 959463
546 2079 580732
1371 1635 277758
54 1730 880322
2681 2941 875674
330 776 886503
199 3787 558646
793 1421 645656
1533 2490 580499
2085 2523 531172
735 2634 956866
1632 2097 382944
3182 3354 252578
940 1083 664984
24 1263 347664
705 937 440792
843 3440 252990
1635 2438 354762
447 476 876647
946 2561 843521
470 1546 156607
1337 3995 398238
633 3176 961591
115 1212 758674
1729 2548 371049
2212 2665 264105
2457 3004 628947
347 1246 198581
1692 3461 871057
460 2638 477969
3459 3981 635514
588 795 335860
1780 2826 127035
770 2991 319502
1538 3444 277230
101 2845 392247
2950 3457 34703
155 3897 795948
2830 3615 321640
75 1887 708629
407 3856 488087
995 3723 133234
172 3583 27013
941 2971 938355
736 2473 532244
55 3932 672696
302 2881 284152
2777 3357 652306
1959 3306 648273
1298 3845 148699
53 2279 997105
127 2718 866451
61 304 154975
3031 3317 307915
1855 2024 633003
1910 2620 984934
2563 3317 144167
1920 3469 223295
128 1577 937253
401 2874 157098
1452 1504 393502
221 2557 765628
525 1361 642040
193 336 117071
603 2217 59277
1188 1606 229538
504 2893 20101
325 3060 982020
452 2355 943948
1204 3961 194821
1059 2655 992324
1211 2913 340896
541 2923 857420
2933 3258 601613
4 3861 28181
1818 3634 669368
710 1172 714224
121 1625 930548
2828 3997 486999
2788 3945 64554
198 3118 779208
3110 3794 660770
2 691 575693
2111 2934 678950
76 3290 311162
257 2923 588980
446 1978 530041
202 2071 762162
2067 3102 24989
2364 2453 772128
1481 3007 644325
1275 2567 67786
1965 3337 291787
427 3382 991072
503 2685 766361
1111 1847 709635
2827 3440 534081
869 3993 292503
3094 3383 450569
372 1546 501284
852 904 606765
1177 3470 792039
963 3159 914355
1102 2540 314781
526 1224 627635
2888 3071 881098
875 2249 744537
2956 3117 448530
2499 3459 439975
2381 3222 205873
73 3665 810776
1601 2782 550246
2915 3173 117756
368 1528 56295
662 894 77519
133 297 8941
1007 1747 923189
315 2285 866658
3167 3773 601508
2505 3142 669082
1015 2522 841506
144 1303 279459
828 2742 534373
498 2355 447093
793 3368 975986
17 2664 436470
1763 3957 505476
47 3147 749790
2157 3565 461915
17 3059 92419
73 1099 175292
568 2606 800947
2065 3309 277774
158 790 36480
235 951 391848
221 3966 487864
691 3923 721978
2520 3421 806025
310 1577 253941
1945 2225 472999
2997 3044 185424
2001 2641 201991
417 3588 105652
1558 1714 497809
1793 2195 951111
2365 2395 543077
2611 3408 315351
589 1927 674771
2588 2966 520699
813 908 454643
161 1907 662038
2801 3331 468038
1675 2741 668454
454 3327 830364
1488 2648 368156
600 1394 806872
4 29 550279
593 3380 136557
2151 3558 799145
465 2850 516309
1845 2724 380469
2406 3884 599621
80 3922 458361
729 3758 750815
1246 3445 29814
2197 3601 687208
2225 2825 727211
1105 1604 871803
1662 3754 959713
1159 2955 212177
799 1468 651252
1034 1937 429658
1308 1559 782089
2036 3920 297847
1832 3087 507444
902 1784 845640
110 608 371864
1712 3321 917819
3477 3726 125572
884 3190 64878
2704 3719 674028
992 2972 615062
630 2550 872369
2719 2822 630756
918 2260 720587
362 3161 26370
2354 3270 871329
2570 2943 289393
389 2419 417118
1960 2313 86353
1678 3191 297056
649 1220 946048
634 1630 632949
349 1355 816122
463 1618 246382
1402 2332 469894
124 685 141164
3453 3607 536458
846 3995 494876
2308 2316 8835
670 1850 806864
2078 3421 507513
54 478 573142
1760 1780 785842
2222 2254 443460
988 3623 86143
98 2883 43179
47 3551 202785
396 857 999132
85 2712 41439
1272 3733 427288
136 2162 830709
2992 3649 383114
1123 1144 956874
2986 3376 215447
716 2798 363070
941 3598 491519
473 3996 923069
852 3258 979817
936 2390 78880
181 2207 306612
2342 3470 509125
2343 2531 632468
1645 3486 309590
2471 2871 389318
1621 2319 118033
1741 2913 965630
1260 3385 589625
330 2995 42828
499 1384 303763
1917 3379 930321
1738 2343 213014
268 3468 659356
289 2264 358841
1487 2231 613664
3549 3805 383636
1897 1934 238548
3156 3916 737933
1893 3837 117279
335 721 826662
65 836 972930
2407 3157 950667
172 2227 106934
2515 3880 857550
745 3074 643036
646 1090 195192
726 2579 877088
2847 3274 180243
739 1559 60432
1460 2838 981118
1853 2647 21183
2156 2783 3589
1803 2327 953815
1089 2558 20681
1631 2639 513778
2027 2720 822423
1219 3797 97353
2307 3423 304199
1333 2903 548938
523 3687 390749
805 2727 133395
1861 2340 223550
1930 3663 874228
97 752 261138
1131 3742 226768
1769 2909 933840
1684 3339 765988
1998 3037 445410
900 3589 742743
527 938 291617
2094 3628 402343
434 1375 564203
1278 2715 727866
3163 3858 32969
293 996 820710
117 3553 766830
1236 2309 550169
273 297 80518
2060 3861 21769
739 803 950706
718 772 364799
2092 3115 285232
3318 3721 748298
3536 3579 191461
505 574 668105
690 1568 175658
398 2998 52893
2919 3647 913517
1706 3437 61729
1206 2860 562819
264 3631 807536
1064 2745 961980
2414 2648 249700
2302 3299 61278
2760 2806 174204
373 3217 815245
1123 2875 434595
121 393 798241
182 1990 867946
72 1739 419157
2003 2891 710787
2780 3418 177883
1112 2065 384648
1363 3164 58949
474 795 750107
43 2999 278831
2596 2917 411953
1191 3389 248698
1731 3784 836879
82 1802 714617
1044 3239 348971
175 2378 588388
613 1638 750805
802 1262 68167
563 1948 280993
1298 2670 541035
1502 3893 540303
1436 1807 848044
1219 2505 377774
1301 3736 223927
891 2706 949322
3269 3677 877849
66 3881 971486
1494 2871 512639
2057 3390 562586
726 735 811883
2122 2579 592128
386 2778 821563
2822 3242 814781
948 2978 472433
1227 2035 697324
1711 2901 232944
750 2128 740824
589 1350 154670
1092 1228 500726
167 2178 561803
300 402 100382
530 3429 561119
2093 2250 676360
1227 3549 799337
1127 1660 193723
27 2984 175786
280 1129 850265
1105 1717 967967
127 2944 597058
1205 3462 567587
3008 3864 904238
393 3742 663666
861 2486 210267
64 1222 438167
911 1723 571293
1059 2635 591672
1338 2773 860800
1038 2794 866516
1005 2920 637811
476 2415 737273
2003 3484 493136
2593 3577 497528
438 2260 88365
527 2011 80428
3047 3273 462503
2259 2340 415561
1031 2012 205250
2069 2812 56044
1328 3425 155315
1840 3492 3791
194 765 679626
1901 2786 283202
1045 3781 891991
499 1924 666001
927 970 437274
3661 3782 915884
2025 3343 244915
836 946 790983
990 2516 38407
305 2007 100598
96 3123 28791
74 1023 243577
1155 3277 924973
1653 3268 766896
1622 2932 240217
2713 3248 399878
2408 3132 353902
47 3353 963089
694 3382 93956
998 2142 384314
1446 3092 571436
1871 3884 664810
1147 3461 161965
767 786 183969
2388 3683 294900
252 1635 989965
482 1118 684724
1165 2736 584428
898 2178 745121
134 3391 838470
801 2483 868267
237 2366 514138
1400 2178 59284
2963 3717 912050
2997 3686 254789
2939 3601 524775
82 904 637893
1980 2818 355409
995 2408 468306
1480 3529 564049
1999 2280 710531
2619 2869 969248
268 757 583777
393 3984 479091
21 444 938440
2959 3585 202040
214 361 186121
2193 2254 277290
600 1663 922284
128 2321 764116
2370 2479 154395
1097 1253 697263
2205 2853 573882
2597 2630 429865
2074 3392 481886
514 2977 541196
2906 3337 81410
1027 1942 303602
2670 3956 308554
1306 2628 325033
1350 1422 707863
2602 3818 808959
1433 1807 691515
788 3316 382112
1181 2861 825503
3419 3726 792831
968 2631 292519
10 2378 962460
2332 2679 190767
2886 3984 929395
1758 3920 258744
1575 3783 405697
1095 3007 339503
610 2674 160291
207 3074 863503
930 3625 871229
592 1761 901859
2281 3321 174220
1093 1653 932898
213 538 649234
809 1608 570991
704 944 368917
2390 2401 740275
1905 3351 258949
2425 2548 871155
2051 3354 575131
1114 1632 912075
3492 3746 963395
1191 2064 65399
1403 3315 10289
549 3362 123097
65 3892 144392
1161 2817 366781
1073 1788 998132
737 3620 936908
244 2023 492261
3376 3654 489726
3497 3803 221824
1561 3198 167366
875 950 517120
1775 3239 200481
2018 2688 508897
3081 3178 331713
1317 2214 524786
698 2054 764757
1606 2649 398779
2219 2376 814433
298 2178 946281
1728 2122 935841
1840 2677 748715
2267 2960 550489
954 3441 944858
34 338 268035
403 2600 809352
1189 3297 827757
1255 1947 710757
1078 3473 517133
122 3511 191662
1793 2595 181389
434 1986 584417
2702 3393 894683
1543 3185 751637
2402 3874 816022
277 2789 454621
493 1465 698270
602 3763 967524
841 3360 787348
493 703 647470
155 2495 802416
833 1897 386850
2314 3534 950594
1350 1428 177779
181 1339 93652
1361 2970 29928
335 3814 27745
416 2605 335507
2481 3775 868347
619 2181 957050
773 2003 547896
420 3021 93080
1335 3270 308613
1864 3036 810393
374 3995 510573
1648 1734 709894
2420 3928 734060
1376 3673 894475
3533 3856 418249
2389 3880 338867
391 1282 847991
810 1531 127012
431 2611 276698
2647 3577 191733
2322 2641 140106
288 1247 454191
568 3142 588611
240 1202 274338
29 3772 446194
4 2630 440582
1637 1849 421324
1840 3167 674486
1204 2130 586916
1902 2058 141914
379 1987 484555
1625 2445 741194
989 1118 941761
1952 2319 630353
290 2699 626124
1328 2484 346479
3176 3418 232116
1016 1095 863634
2571 3581 817763
825 2849 435820
764 2811 44550
1319 1608 638175
2596 2865 959292
547 979 741963
836 3332 880661
1808 3672 309989
288 3441 885164
535 756 970531
115 390 693102
2506 3316 845926
79 2678 137088
1749 3229 706695
613 1404 525290
1048 1591 697836
1274 3011 498672
25 3082 406695
2014 3721 346135
476 3530 254670
865 2062 323136
3516 3722 138451
1794 2400 842529
1980 2882 952629
1930 3735 177242
782 3220 7184
145 1409 72810
169 433 483891
2182 3128 619611
1263 1711 228438
124 3933 657654
3070 3639 241376
1784 1873 448127
403 666 806106
1032 2595 469840
2166 2626 914973
2163 3574 367117
6 2973 739637
3216 3485 309818
748 3179 511881
1032 3617 316356
453 1271 416347
2326 2647 174130
2774 3080 726795
463 1232 813741
3424 3441 443907
1603 2398 347832
927 1867 24190
494 1505 879674
3672 3675 776773
3288 3908 453805
265 558 266609
612 3557 320934
2682 3094 8365
2242 3914 248828
3689 3983 252268
242 2086 542222
75 305 191500
617 2161 683993
291 1835 155664
1417 2095 351303
2359 3222 895860
1831 3322 579768
2415 3118 818450
656 3483 450715
311 991 946403
931 1232 220489
1658 3505 189145
2626 3005 559305
2917 2998 157139
685 3014 527233
2317 3906 985943
2088 2178 949616
1557 2298 592383
748 1040 157390
1702 3463 458380
1867 2985 971964
2489 2708 45973
205 1494 704599
843 3510 343867
1001 3857 740551
587 2173 864808
702 2882 983247
499 3000 416804
1234 3747 690195
2624 3562 535896
1357 1428 755232
487 1321 857721
691 3294 551214
245 552 36056
112 1552 467912
1015 2138 714437
1372 1823 155138
1071 1870 886137
2227 3103 242236
422 2078 157797
670 3434 95576
754 3903 792414
400 1976 921104
644 1190 590007
1108 1598 923558
1863 2122 998048
297 300 799419
1367 3438 793640
1576 3945 573094
164 718 295171
1387 1961 934605
1537 1641 979710
2303 3616 476461
1157 3407 129457
1766 3107 282564
969 1324 709037
1268 3724 757333
705 3495 927051
1135 2632 634995
2581 2795 87712
1107 1753 337451
710 2995 139443
420 1297 351411
882 1055 40919
2691 2820 244025
496 1255 944993
219 2292 858260
3626 3714 655317
1200 3029 222300
2025 3781 801447
1885 2089 550553
2946 3892 597900
3336 3717 219548
950 3099 336603
18 3640 571774
44 894 332269
1037 3538 132488
3515 3650 804553
2543 3319 142104
919 1619 718236
3008 3066 828120
1972 3251 955417
224 2586 47134
2036 3772 96083
727 2054 231723
502 2097 736616
771 3485 352505
1611 3486 804019
2516 2804 50914
621 775 211832
192 2857 407191
2163 3330 974442
2738 2747 569379
1881 2510 543415
1965 3236 937468
89 2040 511916
860 3008 211752
2822 3514 895238
1338 3885 250393
1958 2799 983167
1166 2984 411359
495 2175 601873
969 3594 152611
1474 2349 799472
2116 3790 879059
1829 3584 963148
1189 3852 900359
702 3956 823180
586 3546 568869
1940 3737 763178
1459 2720 124344
818 1246 513190
2567 3044 368783
915 3655 254609
3030 3479 266750
2890 2965 120579
2390 3168 101767
3101 3123 562820
2634 2669 307757
608 3503 387493
2066 2682 46564
3026 3236 692162
568 2279 298728
1352 2285 951994
2115 3961 195375
1004 2711 966339
3642 3746 325858
1761 2846 452980
933 1479 275648
691 982 560607
15 536 291025
3392 3453 394612
3959 3967 956890
1310 2695 679526
1622 3041 845640
685 2416 366995
678 1107 723092
2791 2965 297938
3723 3945 463768
765 3946 273101
905 1653 489115
282 1105 752506
1423 2894 576465
117 136 846126
3509 3662 816100
1654 1924 236784
1002 3382 261461
94 2346 24603
2032 2642 56326
2153 2587 213442
3254 3844 367094
125 722 596550
1228 3019 593972
2045 3154 174440
524 3168 289948
624 821 652223
1408 1822 227604
1916 3221 341949
299 3825 480943
503 2451 403881
1945 2057 187724
1392 2778 639849
357 1942 671219
2754 3915 722372
2355 3277 21891
656 3900 899064
879 1659 720885
484 1231 243152
1407 2785 763803
1909 3728 746605
206 3610 464661
1597 3334 439790
3535 3890 424499
156 2754 995252
1479 2511 514528
3166 3370 314779
396 2434 632789
879 3672 730019
16 3176 147426
2979 3743 457686
1937 3352 874243
2950 3038 764191
2572 2741 724081
1678 3240 864236
2844 3156 359098
1372 2877 498615
503 1311 935011
1292 1334 412241
509 3311 272256
3089 3840 995999
776 1776 503702
725 3371 983091
3563 3817 74015
3408 3644 447692
2251 3880 342847
3331 3974 297723
476 1946 211385
957 2119 804718
1551 1782 353579
870 1807 105418
1997 2158 323193
1368 1861 504269
930 1304 88438
925 3319 500197
1156 3011 218448
486 2210 306773
286 2784 563601
3671 3740 621719
742 1642 727500
2321 3449 544722
1606 3739 531070
3284 3818 44437
1122 3905 881718
343 440 250642
893 3803 48150
2012 3341 600635
2297 2466 439418
1968 2067 499510
139 3061 193151
1381 3991 308951
713 1471 842909
1106 3784 298726
573 1362 692199
2057 2292 64639
1286 2949 896441
1436 2641 530452
1106 2424 297101
2194 3173 375068
1704 3663 634480
3208 3653 396212
366 511 765682
501 3420 615139
1073 2147 932500
2698 3716 838908
1002 3689 801856
130 2789 72496
1212 2935 957602
36 3758 537126
1813 3456 949140
1020 2288 404792
1883 2500 481509
182 1302 194009
3673 3800 619434
525 2498 123149
2186 3434 988502
1290 2668 263643
1954 2139 549206
93 2341 800963
1571 2148 34776
435 2711 960147
2934 3503 886029
1013 3467 655331
3139 3374 599482
2808 3663 894331
2310 3448 604517
1090 3164 175536
2807 3228 621489
14 3320 272181
890 977 986328
105 3600 914762
253 3454 453695
818 2282 885161
544 1965 340651
1800 3703 752665
131 2012 960113
1000 1176 281202
536 3982 304781
347 2377 472100
1676 2558 869341
1238 1780 929292
2032 4000 56745
666 2047 765915
2982 3560 734458
211 1133 98160
1229 1264 980172
1342 2615 401699
2896 3503 110032
1879 3677 654379
129 789 868406
1470 2026 754185
2378 2762 304569
424 3859 405586
1774 3984 712567
546 584 374052
1774 2745 735315
3269 3467 949929
1320 2714 709783
2390 3352 603662
2083 2870 452802
339 2489 210827
1027 3452 825204
1596 3311 265980
1436 3182 418315
101 2020 622860
1116 2153 664986
384 1820 504804
102 1703 423518
1406 1885 242259
1547 3841 433129
2329 2349 381819
1529 3707 17623
1302 3085 397285
483 1065 286720
936 3380 453091
